Email,"First Name","Last Name","Phone Number",Status,"Contact Record Created","IP Address","User Agent",Organization,*domain,*Message,*Sector,*Prod/Service,"*Phone 2",*Fax,*Employees,*Province,*Area,*Town,*Suburb,*Website,*Designation1,*Designation2,*Cell,"*Authoriser E-mail","*Authoriser Full Name","*Authoriser Tel","*Authoriser Cell","*Email 2",*Salut,"*.za.com address","*Premium Address 1","*Premium Address 2","*Premium Address 3","*Opened Campaign Contact Score","*Replied Contact Score","*Forward Email Contact Score","*Clicked Link Contact Score","*Submit Web Form Contact Score","*Visited Web Site Contact Score",Tags
mahanna@telkom.net,,,(021)-790-2940,,"2018-02-06 10:36:42",0.0.0.0,,BITTERSWEET,florist.za.com,,RETAIL,"FLORISTS & FLOWERS",,(021)-790-2572,"11 - 50",WC,"SOUTH CAPE TOWN","HOUT BAY","HOUT BAY",,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
mail@bakertillygreenwoods.co.za,,,(021)-410-8500,,"2018-04-10 12:29:49",0.0.0.0,,"Greenwoods Trust Pty Ltd",,,"PROFESSIONAL SERVICES","ACCOUNTANTS - INC. MEMBER OF ACCA, SAIPA,ACCOUNTAN",,,0,WC,"CAPE TOWN CITY",FORESHORE,FORESHORE,www.bakertillygreenwoods.co.za,,,,,,,,,,www.bakertillygreenwoods.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
mail@jtscarsound.co.za,,,(011)-794-3878,,"2018-01-18 09:51:10",0.0.0.0,,"Jts Car Sound & Security",aircon.za.com,,AUTOMOTIVE,"AIRCONDITIONING,ALARMS,BLUETOOTH,CELLULAR,CENTRAL",,,"11 - 50",GT,"WEST RAND",ROODEPOORT,HONEYDEW,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
mala@colenbrander.co.za,Mala,Naidoo,(033)-343-0800,,"2018-04-10 12:29:48",0.0.0.0,,"Colenbrander & Associates",,,"PROFESSIONAL SERVICES","ACCOUNTANTS & AUDITORS",,(033)-394-0199,90,KZN,"SOUTHERN KWA-ZULU NATAL",PIETERMARITZBURG,HILTON,www.colenbrander.co.za,MD/CEOS,OWNER,,,,,,,MS.,www.colenbrander.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
malesedi@14thhour.co.za,MALESEDI,MOSIKILI,(011)-021-5170,,"2018-01-12 08:40:23",127.0.0.1,,"14TH HOUR MARKETING SERV CC",gift.za.com,,"TRANSPORT & DISTRIBUTION","PROMOTIONAL GIFTS SUPPLIERS",,,"1 - 10",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(073)-673-7313,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
manager@honeyfields.co.za,,,(012)-664-1370,,"2018-01-10 14:35:49",127.0.0.1,,HONEYFIELDS,,,HOSPITALITY,CATERERS,,(012)-664-6519,,GT,"SOUTH PRETORIA",CENTURION,LYTTELTON,www.honeyfields.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
managera@aitkenlambert.co.za,Manager,At,(031)-202-7601,,"2018-04-10 12:29:47",0.0.0.0,,"Aitken Lambert Elsworth",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS",,,80,KZN,"CENTRAL DURBAN","DURBAN NORTH","LA LUCIA RIDGE",www.aitkenlambert.co.za,"OTHER MIDDLE MANAGEMENT",MANAGER,,,,,,,,www.aitkenlambert.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
mandy@africatravelco.com,Mandy,Meyer,(021)-385-1530,,"2018-02-26 13:45:56",0.0.0.0,,"Africa Travel Co",,,"GENERAL SERVICES","OVERLAND SAFARIS",,,"11 - 50",WC,"EAST CAPE TOWN","CAPE TOWN","CAPE TOWN INTERNATIONAL AIRPORT",www.africatravelco.com,MARKETING,"MARKETING MANAGER",,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
mankwesafari@mweb.co.za,Bernard,Marobe,,,"2018-02-26 13:45:55",0.0.0.0,,"Mankwe Safari & Ht Cc",,,HOSPITALITY,"TOUR OPERATORS & SAFARIS",(014)-555-7056,(014)-555-7884,"1 - 10",NW,"NORTH WEST",MOGWASE,MOGWASE,,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
marcus@capstoneprop.co.za,MARCUS,SUSMAN,,,"2018-02-19 13:56:33",127.0.0.1,,"CAPSTONE PROPERTY GROUP",,,"REAL ESTATE INDUSTRY","PROPERTY INVESTMENT MANAGERS",(010)-020-3603,,"11 - 50",GT,,"GAUTENG - GENERAL","GAUTENG - GENERAL",www.capstoneprop.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
margaret@aladdinscave.co.za,,,,,"2018-02-12 09:16:23",0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,
marietjie@flowers4pretoria.co.za,,,(012)-440-4225,,"2018-02-06 10:36:33",0.0.0.0,,"BROOKLYN HOUSE OF FLOWERS",florist.za.com,,RETAIL,FLORISTS,,(012)-440-4226,"1 - 10",GT,"CENTRAL PRETORIA",SUNNYSIDE,SUNNYSIDE,,,,(083)-263-8424,,,,,,,,,,,0,0,0,0,0,0,Florist
marinza@azani.co.za,,,(012)-307-7748,,"2018-01-10 13:19:08",127.0.0.1,,"AZANI CATERERS",,,HOSPITALITY,CATERERS,,,,GT,"WEST PRETORIA","PRETORIA CENTRAL WEST","PRETORIA CENTRAL WEST",www.azani.co.za,,,(083)-601-6126,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
mark@3lawscapital.com,MARK,DREWELL,,,"2018-02-19 13:56:40",127.0.0.1,,"3 LAWS CAPITAL SA (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT MANAGEMENT SERVICES",(021)-671-7058,(086)-527-9141,"51 - 200",WC,,CLAREMONT,CLAREMONT,www.3lawscapital.com,"PORTFOLIO MANAGERS & ANALYSTS","INVESTMENT DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,Investment
marketing@benguerra.co.za,AMANDA,VERMEULEN,,,"2018-03-05 08:05:44",0.0.0.0,,"BENGUERRA LODGE",lodge.za.com,,HOSPITALITY,"TOURIST LODGES & ACCOMMODATION",(011)-452-0641,(011)-452-1496,"1 - 10",GT,"EAST RAND",LETHABONG,EASTLEIGH,www.benguerra.co.za,MARKETING,"MARKETING MANAGER",,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
mary@bizzielizzie.co.za,MARY,MARAIS,(021)-558-9022,,"2018-02-06 10:36:39",105.228.28.18,,"BIZZIE LIZZIE FLORIST & GIFT BASKETS",florist.za.com,"chocolate, gift, basket, gourmet, baby, corporate, romance, summer, fruit, nuts, wine, sweet, flower, edgemead",RETAIL,"GIFT SERVICES,FLOWER DELIVERIES,FLORISTS AND FLOWERS",,,"11 - 50",WC,"CAPE TOWN CITY",MILNERTON,BOTHASIG,www.bizzielizzie.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
matter949@gmx.com,ZeettSlali,,84883757761,,"2018-02-18 22:53:16",0.0.0.0,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0",,register.za.com,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,"HOT PROSPECT"
mbali@blaquecherrie.co.za,,,(011)-432-2853,,"2018-01-12 08:56:57",127.0.0.1,,"BLAQUE CHERRIE GIFTS & STATIONERY SUPPLIES",gift.za.com,,"GENERAL SERVICES","STATIONERS,STATIONERY GIFTS,FLOWERS,GIFT SERVICES",,,,GT,"SOUTH JOHANNESBURG","GLEN VISTA",GLENVISTA,www.blaquecherrie.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
mborland@bbfs.co.za,MIKE,BORLAND,,,"2018-02-19 13:56:36",127.0.0.1,,"BORLAND FIN SERV GROUP PTY LTD",,,"FINANCIAL SERVICES","INVESTMENT CONSULTANTS",(031)-202-9113,(031)-201-9113,"51 - 200",KZN,,DURBAN,MUSGRAVE,www.bbfs.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
mbrey@brimstone.co.za,MUSTAQ,BREY,,,"2018-02-19 13:56:40",127.0.0.1,,"BRIMSTONE INVESTMENT CORP LTD",,,"FINANCIAL SERVICES","INVESTMENT HOLDINGS",(021)-683-1444,(021)-683-1285,"1001 - 5000",WC,,CLAREMONT,CLAREMONT,,MD/CEOS,"CHIEF EXECUTIVE OFFICER",,,,,,,,,,,,0,0,0,0,0,0,Investment
meas@spectran.co.za,,,(011)-886-7993,,"2018-01-10 13:19:04",127.0.0.1,,"SPECTRANALYSIS (PTY) LTD",,,"TRANSPORT & DISTRIBUTION","SUPPLIES,ANALYSIS,INSTRUMENTS,BALANCING INSTRUMENT",(011)-886-7993,,"51 - 200",GT,"CENTRAL JOHANNESBURG",RANDBURG,RANDBURG,www.spectran.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
media@bonadea.co.za,"Michelle ",Cathrall,(028)-312-4462,,"2018-02-06 10:36:41",0.0.0.0,,"BONA DEA ESTATE",venue.za.com,,"GENERAL SERVICES","FLOWERS,FLORISTS",,,,WC,OVERBERG,HERMANUS,HERMANUS,www.bonadea.co.za,"Media, Marketing & HR Manager",,"(0)82 4500 874 ",,,,,,,,,,,0,0,0,0,0,0,Florist
megan@riskza.com,,,,,"2018-04-17 15:09:25",0.0.0.0,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",,risk.za.com,,,,,,,,,,,,,,,accounts@riskza.com,"Megan Cunningham",+27315695900,+27814519162,,,,,,,0,0,0,0,0,10,".za.com authoriser"
michr@iburst.co.za,,,(011)-315-2790,,"2018-01-18 09:51:08",0.0.0.0,,"Mayday Refrigeration",aircon.za.com,,"GENERAL SERVICES","APPLIANCES,REFRIGERATORS,AIRCONDITIONING,REFRIGERATION",,,"11 - 50",GT,"NORTH EAST JOHANNESBURG",MIDRAND,"HALFWAY HOUSE",,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
mike@airholidays.co.za,Michael,,(011)-803-8223,,"2018-02-26 13:49:01",197.184.49.79,,"Air Holidays (Pty) Ltd",,,HOSPITALITY,"SAFARIS AND OPERATORS,TOURS,FLYING SAFARIS,SAFARIS",,(011)-803-8076238,"11 - 50",GT,"NORTH JOHANNESBURG",SANDTON,SUNNINGHILL,http://www.airholidays.co.za/,,,,,,,,,,,,,,4,0,0,8,0,0,"travel industry"
mime@vodamail.co.za,,,(011)-854-3085,,"2018-01-10 13:19:10",127.0.0.1,,"DEVINETOUCH CATERERS",,,"GENERAL SERVICES","WEDDING CATERERS,CHAIRS,TABLES,TENTS",,,,GT,"WEST JOHANNESBURG",LENASIA,LENASIA,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
mkhuseli@calulo.co.za,MKHUSELI,FAKU,(011)-996-0600,,"2018-02-19 13:56:29",127.0.0.1,,"CALULO INVESTMENTS (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT HOLDINGS",,,"11 - 50",GT,,JOHANNESBURG,BRYANSTON,www.calulo.co.za,MD/CEOS,OWNER,,,,,,,,,,,,0,0,0,0,0,0,Investment
mmdluli@fedics.co.za,,,(011)-441-5300,,"2018-01-10 13:19:09",127.0.0.1,,FEDICS,,,HOSPITALITY,CATERERS,,(011)-441-5496,,GT,"CENTRAL JOHANNESBURG",RANDBURG,ROSEBANK,www.fedics.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
moneera@mtn.blackberry.com,,,(011)-022-4568,,"2018-01-10 13:19:06",127.0.0.1,,"CHOC DELITE",,,HOSPITALITY,CATERERS,,,,GT,"NORTH JOHANNESBURG",ROODEPOORT,OLIVEDALE,,,,(083)-554-6041,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
monique@anchorspro.co.za,LEANDRA,ANCHORS,(011)-472-1177,,"2018-01-12 08:40:41",105.184.155.225,,"ANCHORS PROMOTIONS CC",promotions.za.com,,"GENERAL SERVICES","CORP & PROMOTIONAL GIFTS SUPPLIER",,(086)-633-3195,"11 - 50",GT,"WEST RAND",RANDBURG,FLORIDA,,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(082)-682-6964,,,,,,,,,,,2,0,0,0,0,0,"Gifting Industry"
monumentrestaurant@mweb.co.za,,,(012)-321-6270,,"2018-01-10 13:19:11",127.0.0.1,,"CORNé CATERERS",,,HOSPITALITY,CATERERS,,,,GT,"CENTRAL PRETORIA","PRETORIA CENTRAL CENTRAL","PRETORIA CENTRAL",www.monumentrestaurant.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
mooirivermall@cellc.co.za,,,(018)-293-1502,,"2018-02-19 13:56:37",127.0.0.1,,"CELL C",,,"IT / TELECOMS / ELECTRICAL","NETWORK,IMPROVEMENTS,EXCELLENCE,EXPERIENCE,INVESTMENT",,,"11 - 50",NW,,POTCHEFSTROOM,POTCHEFSTROOM,www.,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
Mosedijoseph7@gmail.com,Mosedi,,0723130584,,"2018-01-26 21:08:25",0.0.0.0,"Mozilla/5.0 (Linux; Android 5.1; VFD 100 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.77 Mobile Safari/537.36",,siyavula.everything.math.za.com,,,,,,,,,,,,,,0723130584,,,,,,,,,,,2,0,0,0,0,10,"HOT PROSPECT"
mpungoseh@ngubane.co.za,Hopewell,Mpungose,(031)-307-4794,,"2018-04-10 12:29:48",0.0.0.0,,"Ngubane & Company Inc",,,"FINANCIAL SERVICES","CHARTERED ACCOUNTANTS/AUDITORS",,,250,KZN,"CENTRAL DURBAN",DURBAN,"SOUTH BEACH",www.ngubane.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,MR.,www.ngubane.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
mstewart@bdo.co.za,Mark,Stewart,(031)-514-7000,,"2018-04-10 12:29:48",0.0.0.0,,"Bdo South Africa",,,"PROFESSIONAL SERVICES",ACCOUNTANTS,(031)-514-7080,,750,KZN,"CENTRAL DURBAN","DURBAN NORTH","LA LUCIA RIDGE",www.bdo.co.za,MD/CEOS,CEO,,,,,,,MR.,www.bdo.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
mwcaterp@iafrica.com,,,(012)-333-5305,,"2018-01-10 13:19:11",127.0.0.1,,CATERPAL,,,HOSPITALITY,CATERERS,,(012)-333-5309,,GT,"CENTRAL PRETORIA",QUEENSWOOD,QUEENSWOOD,www.caterpal.co.za,,,(082)-620-1113,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
mwphotos@mweb.co.za,,,(031)-336-8227,,"2018-01-18 13:50:15",0.0.0.0,,"EXHIBITION PHOTOS",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(031)-336-8228,"1 - 10",KZN,"CENTRAL DURBAN","CENTRAL DURBAN","DURBAN CENTRAL",www.exhibitionphotos.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
nadiaflowers@mweb.co.za,,,(021)-762-7692,,"2018-02-06 10:36:42",0.0.0.0,,"AMIENAS FAMILY FLOWERS",florist.za.com,,"GENERAL SERVICES","FLOWERS,FLORISTS,FUNCTIONS,FUNERAL,WEDDINGS",,,,WC,"SOUTHERN SUBURBS",WYNBERG,WYNBERG,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
naide@22namakaroo.co.za,,,(027)-217-2223,,"2018-03-05 08:05:54",0.0.0.0,,"22 NAMA-KAROO B AND B","guesthouse.za.com, lodge.za.com",,HOSPITALITY,"BED AND BREAKFAST LODGES,BED AND BREAKFAST ",,,"11 - 50",WC,"WEST COAST",LUTZVILLE,LUTZVILLE,,,,(079)-376-5100,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
naidoo@abelanani.com,PRAVEEN,NAIDOO,(011)-616-7554,,"2018-01-12 08:40:07",154.66.112.110,,"ABELANANI CREATIONS CC",gift.za.com,,"TRANSPORT & DISTRIBUTION","CORPORATE GIFTS DISTRIBUTORS",,(011)-388-1854,"51 - 200",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,CLEVELAND,http://www.abelanani.com/,"OTHER POSITIONS","STRATEGY & INNOVATION",(083)-701-5259,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
nathan.society@gmail.com,NATHAN,MARIEMUTHU,,,"2018-02-19 13:56:30",127.0.0.1,,"AH VEST (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT SERVICES",(011)-797-2000,(011)-234-7232,"11 - 50",GT,,SANDTON,RIVONIA,,MD/CEOS,CHAIRMAN,(083)-297-4518,,,,,,,,,,,0,0,0,0,0,0,Investment
natzlpl98@gmail.com,,,(011)-867-3830,,"2018-02-06 10:36:35",0.0.0.0,,"BRACKEN CITY FLORIST",florist.za.com,,RETAIL,"FLORISTS SUPPLIES,CUT FLOWERS,FLORISTS,FLOWERS",,(011)-867-3929,"11 - 50",GT,"SOUTH JOHANNESBURG",MEYERSDAL,MEYERSDAL,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
neels@chigo.co.za,Neels,Bouwer,(011)-314-3955,,"2018-01-18 09:51:08",0.0.0.0,,"Chigo Air-Conditioning",aircon.za.com,,"BUILDING & CONSTRUCTION","AIRCONDITIONING & CONSTR SERVICE",,(086)-240-2753,"51 - 200",GT,"NORTH EAST JOHANNESBURG",MIDRAND,RANDJIESFONTEIN,,MD/CEOS,"MANAGING DIRECTOR",(082)-604-5943,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
neil@wearcheck.co.za,NEIL,ROBINSON,(031)-700-5460,,"2018-01-10 13:19:09",127.0.0.1,,"WEARCHECK AFRICA",,,"PROFESSIONAL SERVICES","OIL ANALYSIS SERVICES",,(031)-700-5471,"201 - 500",KZN,"CENTRAL DURBAN",PINETOWN,WESTMEAD,www.wearcheck.co.za,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,
neilpix@lantic.net,,,(011)-462-5093,,"2018-01-18 13:50:14",105.224.55.204,,"DREAM CAPTURE WEDDING PHOTOGRAPHY",photo.za.com,,"GENERAL SERVICES","INDUSTRIAL PHOTOGRAPHERS,COMMERCIAL PHOTOGRAPHERS",,,"11 - 50",GT,"NORTH JOHANNESBURG",ROODEPOORT,OLIVEDALE,,,,,,,,,,,,,,,4,0,0,0,0,0,Photographer
nevon@magiclighting.co.za,,,(031)-462-9473,,"2018-01-18 09:51:11",0.0.0.0,,"Magic Lighting & Aircon Hire",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING,CABLES,HIRE,LIGHTING,POWER DISTRIBUTION",,,"11 - 50",KZN,"CENTRAL DURBAN","DURBAN SOUTH",MONTCLAIR,www.magiclighting.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
nic.raubenheimer@agis-investments.com,NIC,RAUBENHEIMER,,,"2018-02-19 13:56:33",127.0.0.1,,"AGIS INVESTMENTS (PTY) LTD",,,"FINANCIAL SERVICES","FINANCIAL & INVESTMENT SERV",(010)-593-6440,,"51 - 200",GT,,"GAUTENG - GENERAL","GAUTENG - GENERAL",www.agis-investments.com,"OTHER DIRECTORS & PARTNERS","EXECUTIVE DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,Investment
nikki@byarrangement.co.za,,,(031)-201-3477,,"2018-02-06 10:36:37",0.0.0.0,,"BY ARRANGEMENT",florist.za.com,,RETAIL,"FLORAL DECORATIONS,DELIVERIES,INTERFLORA,WEDDING,FLOWERS",,,"11 - 50",KZN,"CENTRAL DURBAN",DURBAN,GLENWOOD,www.byarrangement.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
nkululeko.mnikathi@gmail.com,,,,,"2018-01-18 13:50:13",0.0.0.0,,"DOUBLE BROWN PHOTOGRAPHY",photo.za.com,,"GENERAL SERVICES","PHOTOGRAPHERS,PHOTOGRAPHY,PHOTOGRAPHY STUDIO,MODEL",,,,GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,(078)-303-6851,,,,,,,,,,,0,0,0,0,0,0,Photographer
noel@globalgold.co.za,,,(011)-466-1669,,"2018-01-12 08:56:45",127.0.0.1,,"GLOBAL GOLD MANUFACTURE & DISTRIBUTION (PTY) LTD",gift.za.com,,"MANUFACTURING & PRODUCTION","MANUFACTURERS  REPRESENTATIVES,CORPORATE CLOTHING",,(011)-466-1333,"51 - 200",GT,"NORTH JOHANNESBURG",KYALAMI,KYALAMI,,,,,,,,,,,,,,,0,0,0,0,0,0,
norm@telkomsa.net,,,(011)-314-1918,,"2018-01-18 13:50:13",0.0.0.0,,"BASIC ADVERTISING CC",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"NORTH EAST JOHANNESBURG",MIDRAND,RANDJIESFONTEIN,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
office@cherietheron.co.za,,,(041)-373-4129,,"2018-01-18 13:50:08",0.0.0.0,,"CHERIE THERON PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(041)-373-7247,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH","PARSONS HILL",www.cherietheron.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
online1305037@telkomsa.net,,,(011)-837-9938,,"2018-01-10 14:35:32",127.0.0.1,,HASAN-ALLI,,,HOSPITALITY,"CATERERS,HIRING SERVICES,MARQUEES,HIRING",,,,GT,"CENTRAL JOHANNESBURG",RANDBURG,RANDBURG,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
orders@designaflower.co.za,,,(031)-564-5626,,"2018-02-06 10:36:37",0.0.0.0,,"DESIGN A FLOWER",florist.za.com,,"GENERAL SERVICES","FLOWERS,FLORISTS,CORPORATE FUNCTIONS,WEDDING FLOWERS",,,,KZN,"CENTRAL DURBAN","DURBAN NORTH","LA LUCIA",www.designaflower.co.za,,,(083)-229-1711,,,,,,,,,,,0,0,0,0,0,0,Florist
paul@climatron.co.za,Paul,Breedveld,(011)-493-5364,,"2018-01-18 09:51:05",0.0.0.0,,"Climatron Projects",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING CONTRACTORS",,(011)-493-1200,"51 - 200",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,SELBY,,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
paula@brantam.co.za,PAUL,ARGENT,(011)-789-1255,,"2018-02-19 13:56:32",127.0.0.1,,"BRANTAM FINANCIAL SERVICES HOLDINGS (PTY) LTD",,,"FINANCIAL SERVICES","INVESTMENT COMPANIES INTERNATIONAL,FINANCIAL ",(011)-789-1255,,"1 - 10",GT,,JOHANNESBURG,"CRAIGHALL PARK",www.brantam.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(083)-453-3103,,,,,,,,,,,0,0,0,0,0,0,Investment
paulinhahaddad@pochtar.top,Good,"Homework Music",86959943911,,"2018-03-12 23:55:47",0.0.0.0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.62 Safari/537.36",,register.za.com,"research paper <a href=""http://researchpaper.store"">help writing research papers</a> research paper <a href=http://researchpaper.store>research paper</a> ",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,"HOT PROSPECT"
pchrystal@airtronic.co.za,Peter,Chrystal,(031)-579-4111,,"2018-01-18 09:51:10",0.0.0.0,,"Airtronic Spares (Pty) Ltd",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIRCON EQPT & SPARES SUPPLIERS",,(031)-579-4222,"11 - 50",KZN,"CENTRAL DURBAN","DURBAN NORTH","SPRINGFIELD PARK",,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
pensions@grli.co.za,,,(044)-874-5503,,"2018-02-19 13:56:39",127.0.0.1,,"GARDEN ROUTE LIFE & INVESTMENT",,,"FINANCIAL SERVICES","BROKING SERVICES,INSURANCE COMPANIES,INSURANCE ",,(044)-873-3444238,"11 - 50",WC,,GEORGE,GEORGE,www.lifeandinvestments.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
peter@afterguard.co.za,PETER,JUDGE,,,"2018-02-19 13:56:33",127.0.0.1,,"AFTERGUARD INVESTMENTS PTY LTD",,,"FINANCIAL SERVICES","INVESTMENT ADVISORY SERVICES",(021)-941-6680,,"51 - 200",GT,,"GAUTENG - GENERAL","GAUTENG - GENERAL",www.afterguard.co.za,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,Investment
peter@bluehemisphere.co.za,Peter,Tonkin,(011)-974-8861,,"2018-01-18 09:51:06",0.0.0.0,,"Blue Hemisphere Aircon Pty Ltd",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIRCONDITIONING EQPT SUPPLY",,(011)-974-7111,"11 - 50",GT,"EAST RAND","KEMPTON PARK",ISANDO,,MD/CEOS,"MANAGING DIRECTOR",(082)-497-3480,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
peteralberts@telkomsa.net,PETER,ALBERTS,0828575990,,"2018-02-06 12:44:34",0.0.0.0,,,alberts.za.com,"alberts.za.com $10 per month",,,,,,,,,,www.alberts.za.com,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist,CUSTOMER,Not responding to e-mails"
peterhayward@haywardsafaris.com,Peter,Hayward,(012)-808-0442,,"2018-02-26 13:45:55",66.249.93.216,,"Haywards Grand Safari Company",,,HOSPITALITY,"TOURS, SAFARIS AND OPERATORS",()--,,"11 - 50",MP,MPUMALANGA,CULLINAN,"DE WAGENSDRIFT",www.haywardsafaris.com,MD/CEOS,"FOUNDER AND MANAGING DIRECTOR",,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,travel industry"
petro@dotimaging.co.za,Petro,"van Rensburg",(012)-997-6472,,"2018-01-12 08:55:45",127.0.0.1,,DOTIMAGING,gift.za.com,,"GENERAL SERVICES","CORPORATE GIFTS",,,"11 - 50",GT,"EAST PRETORIA",MORELETAPARK,MORELETAPARK,www.dotimaging.co.za,,,(083)-326-4196,,,,,,,,,,,2,0,0,0,0,0,"Gifting Industry"
photo@benita.co.za,,,,,"2018-01-18 13:50:09",0.0.0.0,,"BENITA VAN AS PHOTOGRAPHY",photo.za.com,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",FS,"CENTRAL FREE STATE",BLOEMFONTEIN,BLOEMFONTEIN,www.benita.co.za,,,(072)-217-4578,,,,,,,,,,,0,0,0,0,0,0,Photographer
